Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","1994","1994","ha","5141","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","1995","1995","ha","8000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","1996","1996","ha","10000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","1997","1997","ha","8000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","1998","1998","ha","500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","1999","1999","ha","560","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2000","2000","ha","458","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2001","2001","ha","902","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2002","2002","ha","906","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2003","2003","ha","2370","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2004","2004","ha","1703","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2005","2005","ha","2983","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2006","2006","ha","1038","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2007","2007","ha","1384","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2008","2008","ha","2326","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2009","2009","ha","1486","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2010","2010","ha","1324","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2011","2011","ha","1079","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2012","2012","ha","1073","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2013","2013","ha","1137","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2014","2014","ha","1352","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2015","2015","ha","962","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2016","2016","ha","273","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2017","2017","ha","226","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2018","2018","ha","95","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2019","2019","ha","846","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2020","2020","ha","852","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2021","2021","ha","191","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2022","2022","ha","201","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0114","Sorghum","2023","2023","ha","175","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1961","1961","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1962","1962","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1963","1963","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1964","1964","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1965","1965","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1966","1966","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1967","1967","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1968","1968","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1969","1969","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1970","1970","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1971","1971","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1972","1972","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1973","1973","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1974","1974","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1975","1975","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1976","1976","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1977","1977","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1978","1978","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1979","1979","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1980","1980","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1981","1981","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1982","1982","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1983","1983","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1984","1984","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1985","1985","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1986","1986","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1987","1987","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1988","1988","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1989","1989","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1990","1990","ha","0","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1991","1991","ha","91","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1992","1992","ha","130","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1993","1993","ha","145","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1994","1994","ha","149","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1995","1995","ha","148","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1996","1996","ha","140","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1997","1997","ha","139","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1998","1998","ha","130","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","1999","1999","ha","134","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2000","2000","ha","134","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2001","2001","ha","136","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2002","2002","ha","139","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2003","2003","ha","148","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2004","2004","ha","156","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2005","2005","ha","165","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2006","2006","ha","175","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2007","2007","ha","187","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2008","2008","ha","199","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2009","2009","ha","213","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2010","2010","ha","228","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2011","2011","ha","243","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2012","2012","ha","285","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2013","2013","ha","285","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2014","2014","ha","289","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2015","2015","ha","279","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2016","2016","ha","279","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2017","2017","ha","269","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2018","2018","ha","275","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2019","2019","ha","287","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2020","2020","ha","279","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2021","2021","ha","280","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2022","2022","ha","282","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","0141","Soya beans","2023","2023","ha","281","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1961","1961","ha","13100","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1962","1962","ha","16000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1963","1963","ha","17500","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1964","1964","ha","15760","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1965","1965","ha","21980","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1966","1966","ha","18300","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1967","1967","ha","17080","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1968","1968","ha","17670","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1969","1969","ha","16630","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1970","1970","ha","17710","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1971","1971","ha","19950","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1972","1972","ha","22360","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1973","1973","ha","24750","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1974","1974","ha","25750","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1975","1975","ha","30100","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1976","1976","ha","29680","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1977","1977","ha","37080","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1978","1978","ha","41120","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1979","1979","ha","44170","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1980","1980","ha","47850","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1981","1981","ha","53373","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1982","1982","ha","50440","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1983","1983","ha","37660","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1984","1984","ha","38080","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1985","1985","ha","34680","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1986","1986","ha","33790","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1987","1987","ha","30800","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1988","1988","ha","26000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1989","1989","ha","26240","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1990","1990","ha","26670","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1991","1991","ha","30319","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1992","1992","ha","30390","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1993","1993","ha","30000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1994","1994","ha","32000","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1995","1995","ha","29510","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1996","1996","ha","32720","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1997","1997","ha","34000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1998","1998","ha","35210","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","1999","1999","ha","33350","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2000","2000","ha","33430","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2001","2001","ha","25000","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2002","2002","ha","32447","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2003","2003","ha","28858","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2004","2004","ha","32811","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2005","2005","ha","33192","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2006","2006","ha","33316","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2007","2007","ha","33913","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2008","2008","ha","31676","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2009","2009","ha","31825","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2010","2010","ha","32364","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2011","2011","ha","32583","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2012","2012","ha","33403","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2013","2013","ha","36298","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2014","2014","ha","38298","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2015","2015","ha","38208","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2016","2016","ha","37995","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2017","2017","ha","38629","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2018","2018","ha","38749","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2019","2019","ha","37548","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2020","2020","ha","37439","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2021","2021","ha","36123","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2022","2022","ha","36303","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01802","Sugar cane","2023","2023","ha","23920","A","Official figure",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01530","Sweet potatoes","2019","2019","ha","40","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01530","Sweet potatoes","2020","2020","ha","15","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01530","Sweet potatoes","2021","2021","ha","20","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01530","Sweet potatoes","2022","2022","ha","20","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01530","Sweet potatoes","2023","2023","ha","18","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01550","Taro","2019","2019","ha","170","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01550","Taro","2020","2020","ha","290","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01550","Taro","2021","2021","ha","260","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01550","Taro","2022","2022","ha","260","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01550","Taro","2023","2023","ha","293","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1961","1961","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1962","1962","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1963","1963","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1964","1964","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1965","1965","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1966","1966","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1967","1967","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1968","1968","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1969","1969","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1970","1970","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1971","1971","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1972","1972","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1973","1973","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1974","1974","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1975","1975","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1976","1976","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1977","1977","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1978","1978","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1979","1979","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1980","1980","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1981","1981","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1982","1982","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1983","1983","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1984","1984","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1985","1985","ha","200","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1986","1986","ha","170","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1987","1987","ha","180","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1988","1988","ha","200","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1989","1989","ha","120","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1990","1990","ha","210","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1991","1991","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1992","1992","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1993","1993","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1994","1994","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1995","1995","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1996","1996","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1997","1997","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1998","1998","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","1999","1999","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2000","2000","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2001","2001","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2002","2002","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2003","2003","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2004","2004","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2005","2005","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2006","2006","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2007","2007","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2008","2008","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2009","2009","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2010","2010","ha","0","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2011","2011","ha","0","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2012","2012","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2013","2013","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2014","2014","ha","0","I","Imputed value",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2015","2015","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2016","2016","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2017","2017","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2018","2018","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2019","2019","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2020","2020","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2021","2021","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","591","Panama","5312","Area harvested","01620","Tea leaves","2022","2022","ha","","M","Missing value (data cannot exist, not applicable)",""
